id,name,structure_type,road_name,road_number,road_class,chainage_km,latitude,longitude,span_length_m,no_of_spans,no_of_lanes,no_of_piers,width_m,material,crossing_type,surface_type,year_built,condition_rating,last_inspection_date,district,region,maintenance_station,functional_class,river,overall_rating
BRG-B248,KATIZI BRIDGE,bridge,Kabira - Rukungiri,C447_Link02,C,51.5,-0.685226,30.059286,7.0,1,1,0,4.4,Steel Composite,01,Unsealed,0,2,2023-06-07,Kabale,Southern,Kabale,C,KABIRA-RUKUNGIRI,4
BRG-B249,KYAMBURA BRIDGE,bridge,Kyambura - Katerera,C450_Link01,C,1.0,-0.20655,30.10671,18.3,1,2,0,4.4,Steel Composite,01,Unsealed,0,3,2023-03-09,Mbarara,Southern,Mbarara,C,KYAMBURA,4
BRG-B251,ENSHYA BRIDGE,bridge,Nkenda - Bugoye,C519_Link01,C,8.30000019073486,-0.3203,30.0877,6.5,1,1,0,3.7,Steel Composite,01,Unsealed,0,2,2023-12-04,Kasese,Southern,Kasese,C,ENSHYA,5
BRG-B252,RUBIRIHA,bridge,Kithoma - Kiraro,C520_Link02,C,0,-0.08089,29.74876,16.8,2,2,1,10.7,Steel Composite,Road over river,Unsealed,0,3,2023-06-07,Kasese,Southern,Kasese,C,,4
BRG-B253,KABIRA BRIDGE,bridge,Kithoma - Kiraro,C520_Link02,C,9.0,-0.09594,29.7407,12.2,1,1,0,4.4,Steel Girder,01,Unsealed,0,4,2023-08-06,Kasese,Southern,Kasese,C,KABIRA RIVER,3
BRG-B255,RUZAIRWE,bridge,Kibaale-Kyebando - Pacwa,C553_Link01,C,43.0250015258789,1.11092,31.00355,22.0,1,2,0,10.4,Prestressed Concrete,01,Unsealed,0,2,2023-06-07,Hoima,Western,Hoima,C,RUZAIRWE,6
BRG-B256,PEREPA,bridge,Bukuku - Rubona,C556_Link01,C,2.11400008201599,0.566563,30.15575,6.0,1,1,0,4.1,Masonry,01,Unsealed,0,2,2024-01-03,Fort Portal,Western,Fort Portal,C,PERIDA,4
BRG-B258,MAHOMA,bridge,Bukuku - Rubona,C556_Link01,C,5.93499994277954,0.599673,30.15962,5.0,1,1,0,4.0,Reinforced Concrete,01,Unsealed,0,3,2023-01-08,Fort Portal,Western,Fort Portal,C,,3
BRG-B259,DUNGA,bridge,Bukuku - Rubona,C556_Link01,C,8.50800037384033,0.619995,30.1583,3.6,1,1,0,3.4,Timber,01,Unsealed,0,4,2023-06-07,Fort Portal,Western,Fort Portal,C,DUNGA,5
BRG-B260,NYABUSWA,bridge,Bukuku - Rubona,C556_Link01,C,9.51900005340576,0.628507,30.158581,3.1,1,1,0,3.9,Timber,01,Unsealed,0,4,2023-11-04,Fort Portal,Western,Fort Portal,C,,3
BRG-B261,MPANGA,bridge,Bukuku - Rubona,C556_Link01,C,13.1920003890991,0.656084,30.172859,4.0,1,1,0,4.4,Steel Girder,01,Unsealed,0,2,2023-06-07,Fort Portal,Western,Fort Portal,C,,4
BRG-B263,Satisfactory,bridge,Kibuku - Nyabushozi,C575_Link01,C,0,0.929418,30.237967,42,1,2,0,7.3,Steel Truss,Road over river,Unsealed,0,2,2023-09-05,Fort Portal,Western,Fort Portal,C,,4
BRG-B264,MURUNGU,bridge,Kalongo - Kitgum Matidi,C677_Link02,C,10.9029998779297,1.06575,30.82284,2.6,1,1,0,4.7,Steel Girder,01,Unsealed,0,2,2023-11-04,Kitgum,Northern,Kitgum,C,MURUNGU,3
BRG-B265,NGUSE,bridge,Kalongo - Kitgum Matidi,C677_Link02,C,2.82200002670288,1.02426,31.122629,5.9,4,2,3,5.4,Masonry,01,Unsealed,0,2,2023-10-05,Kitgum,Northern,Kitgum,C,NGUSE,4
BRG-B266,MPANGA,bridge,Kalongo - Kitgum Matidi,C677_Link02,C,55.367000579834,0.302793,30.532631,8.2,1,1,0,4.4,Steel Truss,01,Unsealed,0,2,2024-03-03,Kitgum,Northern,Kitgum,C,MPANGA,4
BRG-B267,MPANGA,bridge,Lokitanyara-Loro-Amudat,C963_Link02,C,0,-0.46901,31.198521,7.0,1,2,0,7.8,Masonry,Road over river,Unsealed,0,4,2023-09-05,Moroto,North Eastern,Moroto,C,,7
BRG-B268,MPANGA BRIDGE,bridge,Amudat-Alakasi-Kalita,C963_Link03,C,5.30000019073486,-0.10868,30.413811,30.0,1,1,0,3.7,Masonry,01,Unsealed,0,4,2024-02-02,Moroto,North Eastern,Moroto,C,MPANGA RIVER,5
BRG-B269,KISENGE,bridge,Toroma-Magoro,C964_Link02,C,13.6000003814697,0.92937,30.23797,21.8,1,2,0,7.5,Prestressed Concrete,01,Unsealed,0,2,2024-05-02,Soroti,North Eastern,Soroti,C,KISEGE,4
BRG-B270,WAMBABYA,bridge,Kokeris - Lopei,C967_Link01,C,28.5799999237061,1.529899,31.11483,12.9,2,2,1,10.9,Prestressed Concrete,01,Unsealed,0,4,2023-10-05,Moroto,North Eastern,Moroto,C,WAMBABYA,6
BRG-B271,WAMBABYA,bridge,Bugambe-Kidoma,C594_Link01,C,24.6030006408691,1.37389,31.182899,5.5,1,2,0,8.2,Reinforced Concrete,01,Unsealed,0,3,2024-04-02,Hoima,Western,Hoima,C,,2
BRG-B272,WAMBABYA,bridge,Mairirwe-Wambabya,C595_Link01,C,2.11999988555908,1.381651,31.24888,17.1,1,1,0,4.0,Steel Girder,01,Unsealed,0,3,2024-04-02,Hoima,Western,Hoima,C,MAIRIRWE,4
BRG-B274,Wambabya,bridge,Buseruka-Kigorobya,C601_Link01,C,0,1.569413,31.209574,70,1,2,0,7.3,Reinforced Concrete,Road over river,Unsealed,0,2,2024-01-03,Hoima,Western,Hoima,C,,2
BRG-B275,WAMBABYA,bridge,Kampala - Entebbe Expressway,M3_Link01,M,0,1.558344,31.103519,6.0,1,1,0,4.1,Steel Truss,Road over river,Bituminous,2018,4,2022-12-09,Kampala,Central,Kampala,M,,6
BRG-B276,Kanangalo,bridge,Nkooko-Nalweyo,C627_Link02,C,35.7120018005371,0.95543,31.44503,9.2,1,1,0,5.0,Steel Girder,01,Unsealed,0,2,2024-02-02,Hoima,Western,Hoima,C,Kanangalo,3
BRG-B277,Okole Bridge 1,bridge,Kampala - Entebbe Expressway,M3_Link01,M,0,2.20205,32.571899,17,1,2,0,7.3,Reinforced Concrete,Road over river,Bituminous,2018,4,2022-11-09,Kampala,Central,Kampala,M,,0
BRG-B278,WALABAM,bridge,Kampala - Entebbe Expressway,M3_Link01,M,0,2.408556,32.433491,3.1,1,1,0,3.9,Prestressed Concrete,Road over river,Bituminous,2018,4,2023-12-04,Kampala,Central,Kampala,M,,6
BRG-B279,TOCHI BRIDGE,bridge,Kampala - Entebbe Expressway,M3_Link01,M,24.9699993133545,2.408602,32.433483,6.1,4,1,3,4.5,Masonry,01,Bituminous,2018,4,2023-08-06,Kampala,Central,Kampala,M,TOCHI RIVER,5
BRG-B281,EYAMA BRIDGE,bridge,Kampala - Entebbe Expressway,M3_Link01,M,49.6689987182617,2.11968,33.28405,7.7,1,1,0,3.5,Masonry,01,Bituminous,2018,4,2024-05-02,Kampala,Central,Kampala,M,EYAMA RIVER,4
BRG-B282,ENGET BRIDGE,bridge,Aloi - Aboko - Bata - Dokolo,C671_Link01,C,10.6800003051758,2.1583,33.218971,7.1,1,1,0,3.7,Steel Girder,01,Unsealed,0,4,2023-05-08,Lira,Northern,Lira,C,ENGET RIVER,3
BRG-B283,AKOKOWO BRIDGE,bridge,Aloi - Aboko - Bata - Dokolo,C671_Link01,C,14.6999998092651,2.152578,33.221306,10.3,1,1,0,3.6,Steel Girder,01,Unsealed,0,4,2022-08-11,Lira,Northern,Lira,C,AKOKOWO RIVER,4
BRG-B284,ENGET BRIDGE,bridge,Aloi - Aboko - Bata - Dokolo,C671_Link01,C,31.7900009155273,2.00677,33.197182,20.7,1,2,0,8.0,Masonry,01,Unsealed,0,3,2023-01-08,Lira,Northern,Lira,C,ENGET RIVER,4
BRG-B285,APOC BRIDGE,bridge,Ogur - Apala,C672_Link01,C,3.89000010490417,2.42722,32.963539,4.0,1,1,0,3.5,Steel Girder,01,Unsealed,0,3,2023-02-07,Lira,Northern,Lira,C,APOC RIVER,4
BRG-B286,OBIM BRIDGE,bridge,Ogur - Apala,C672_Link01,C,7.82000017166138,2.41405,33.000771,9.7,1,1,0,3.5,Masonry,01,Unsealed,0,3,2024-04-02,Lira,Northern,Lira,C,OBIM RIVER,4
BRG-B287,APOCHI BRIDGE,bridge,Apala-Aloi,C672_Link02,C,18.3090000152588,2.37308,33.082989,10.7,1,1,0,3.6,Steel Truss,01,Unsealed,0,4,2023-08-06,Lira,Northern,Lira,C,APOCHI RIVER,5
BRG-B288,BUAPORO BRIDGE,bridge,Apala-Aloi,C672_Link02,C,31.3090000152588,2.289351,33.163639,10.5,1,1,0,3.6,Steel Truss,01,Unsealed,0,2,2023-12-04,Lira,Northern,Lira,C,ECONGO,4
BRG-B289,APOC,bridge,Apala-Adwari,C673_Link02,C,0,2.428214,33.08387,4.0,1,1,0,4.4,Steel Girder,Road over river,Unsealed,0,2,2024-05-02,Lira,Northern,Lira,C,,6
BRG-B290,AKWERA BRIDGE,bridge,Apala-Adwari,C673_Link02,C,45.8899993896484,2.458497,33.156769,5.8,3,1,2,5.5,Steel Truss,01,Unsealed,0,2,2023-06-07,Lira,Northern,Lira,C,AKWERA RIVER,5
BRG-B291,OKEE BRIDGE,bridge,Okwang-Okwang Subcounty spur,C994_Link01,C,0.75,2.58299,33.158001,6.0,2,1,1,5.4,Reinforced Concrete,01,Unsealed,0,4,2024-03-03,Lira,Northern,Lira,C,OKEE RIVER,3
BRG-B292,AGAGO BRIDGE,bridge,Pajule - Pader,C675_Link01,C,3.20000004768372,2.849526,33.100666,5.1,5,2,4,7.2,Prestressed Concrete,01,Unsealed,0,2,2024-04-02,Kitgum,Northern,Kitgum,C,AGAGO RIVER,4
BRG-B293,AGAGO BRIDGE,bridge,Patongo - Kalongo,C677_Link01,C,1.55900001525879,2.77968,33.309769,2.6,1,2,0,7.6,Masonry,01,Unsealed,0,4,2023-03-09,Kitgum,Northern,Kitgum,C,AGAGO RIVER,2
BRG-B294,AGAGO BRIDGE,bridge,Patongo - Kalongo,C677_Link01,C,1.58399999141693,2.77988,33.30986,2.6,1,2,0,7.6,Steel Composite,01,Unsealed,0,3,2023-01-08,Kitgum,Northern,Kitgum,C,AGAGO RIVER,2
BRG-B295,AGAGO BRIDGE,bridge,Patongo - Kalongo,C677_Link01,C,2.0,2.78014,33.309921,5.4,2,2,1,7.6,Timber,01,Unsealed,0,3,2023-06-07,Kitgum,Northern,Kitgum,C,AGAGO RIVER,5
BRG-B296,AGAGO BRIDGE,bridge,Patongo - Kalongo,C677_Link01,C,28.4869995117188,3.007711,33.369267,4.1,2,1,1,4.5,Steel Composite,01,Unsealed,0,4,2022-08-11,Kitgum,Northern,Kitgum,C,AGAGO RIVER,4
BRG-B297,BULUGI  BRIDGE,bridge,Kalongo - Kitgum Matidi,C677_Link02,C,69.0,3.17501,33.141289,6.2,1,1,0,4.6,Steel Girder,01,Unsealed,0,2,2024-01-03,Kitgum,Northern,Kitgum,C,BULUGI RIVER,5
BRG-B298,ODYAKA BRIDGE,bridge,Kalongo - Kitgum Matidi,C677_Link02,C,65.0,3.253996,33.062431,5.4,1,1,0,4.8,Reinforced Concrete,01,Unsealed,0,3,2023-12-04,Kitgum,Northern,Kitgum,C,ODYAKA RIVER,5
BRG-B298-292,ODYAKA,bridge,Kalongo - Kitgum Matidi,C677_Link02,C,0,3.264447,33.057758,60,1,2,0,7.3,Prestressed Concrete,Road over river,Unsealed,0,3,2024-03-03,Kitgum,Northern,Kitgum,C,,5
BRG-B299,NAGOYA BRIDGE,bridge,Naamokora - Lokapel,C678_Link01,C,13.8590002059937,2.866306,33.482517,4.0,2,1,1,5.4,Masonry,01,Unsealed,0,3,2023-05-08,Kitgum,Northern,Kitgum,C,NGOYA RIVER,3
BRG-B300,OROK BRIDGE,bridge,Aloi-Aleptong,C997_Link01,C,8.0290002822876,2.26103,33.24461,5.2,2,2,1,5.9,Timber,01,Unsealed,0,4,2023-12-04,Lira,Northern,Lira,C,OROK RIVER,4
BRG-B301,TORCHI,bridge,Katikati - Tenumu - Nwoya,C685_Link01,C,0,2.75503,32.212681,30,1,2,0,7.3,Prestressed Concrete,Road over river,Unsealed,0,4,2023-04-08,Gulu,Northern,Gulu,C,,3
BRG-B302,AYAGO,bridge,Katikati - Tenumu - Nwoya,C685_Link01,C,0,2.74932,32.169022,44,1,2,0,7.3,Steel Girder,Road over river,Unsealed,0,4,2022-08-11,Gulu,Northern,Gulu,C,,4
BRG-B303,AYAGO BRIDGE,bridge,Katikati - Tenumu - Nwoya,C685_Link01,C,11.7700004577637,2.742707,32.137405,5.1,1,1,0,5.0,Prestressed Concrete,01,Unsealed,0,3,2024-04-02,Gulu,Northern,Gulu,C,LANGOL RIVER,4
BRG-B308,OMEE BRIDGE,bridge,Amuru Junction - Awee,C686_Link02,C,51.8499984741211,2.853229,31.761438,17.1,1,1,0,6.0,Prestressed Concrete,01,Unsealed,0,2,2023-11-04,Gulu,Northern,Gulu,C,OMEE RIVER,5
BRG-B312,APAA BRIDGE,bridge,Awee - Omee Rhino Camp,C686_Link03,C,78.9449996948242,2.87649,31.664373,9.7,2,2,1,6.9,Prestressed Concrete,01,Unsealed,0,4,2023-09-05,Gulu,Northern,Gulu,C,APAA RIVER,4
BRG-B313,OCIIP BRIDGE,bridge,Awee - Omee Rhino Camp,C686_Link03,C,75.3399963378906,2.873762,31.585808,9.1,2,2,1,7.0,Timber,01,Unsealed,0,3,2023-04-08,Gulu,Northern,Gulu,C,OCIIP RIVER,4
BRG-B314,OMEE,bridge,Mungula - Adjumani,C688_Link02,C,26.2999992370605,2.96004,31.865665,4.3,3,2,2,7.0,Steel Truss,01,Unsealed,0,4,2023-11-04,Moyo,Northern,Moyo,C,OMEE,4
BRG-B315,ZOKA BRIDGE,bridge,Mungula - Adjumani,C688_Link02,C,46.9000015258789,3.089018,31.782351,5.6,1,2,0,7.1,Timber,01,Unsealed,0,4,2022-07-12,Moyo,Northern,Moyo,C,ZOKA RIVER,5
BRG-B316,AYUGI BRIDGE,bridge,Pakele - Pabbo,C689_Link01,C,13.8999996185303,3.110286,32.080505,17.1,2,2,1,11.1,Prestressed Concrete,01,Unsealed,0,2,2023-11-04,Moyo,Northern,Moyo,C,AYUGI RIVER,7
BRG-B317,OPIO,bridge,Pakele - Pabbo,C689_Link01,C,0,3.20838,32.0089,79,1,2,0,7.3,Masonry,Road over river,Unsealed,0,2,2023-11-04,Moyo,Northern,Moyo,C,,3
BRG-B318,AMORO,bridge,Pakele - Pabbo,C689_Link01,C,0,3.209628,32.000912,31,1,2,0,7.3,Reinforced Concrete,Road over river,Unsealed,0,2,2023-08-06,Moyo,Northern,Moyo,C,,4
BRG-B319,YUBA BRIDGE,bridge,Pakele - Pabbo,C689_Link01,C,31.1000003814697,3.239908,31.938696,4.2,2,2,1,7.1,Timber,01,Unsealed,0,3,2022-12-09,Moyo,Northern,Moyo,C,YUBA RIVER,4
BRG-B320,ADIDI,bridge,Pakele - Pabbo,C689_Link01,C,39.2000007629395,3.31618,31.891741,17.1,2,2,1,11.0,Masonry,01,Unsealed,0,2,2023-06-07,Moyo,Northern,Moyo,C,ADIDI,7
BRG-B321,ODRAGI BRIDGE,bridge,Pakele - Pabbo,C689_Link01,C,39.2000007629395,3.3366,31.868849,3.2,10,1,9,4.0,Steel Composite,01,Unsealed,0,2,2024-03-03,Moyo,Northern,Moyo,C,ODRAGI RIVER,5
BRG-B323,AGAGURA,bridge,Gulu - Logere - Adee,C682_Link01,C,0,3.22894,32.339451,29,1,2,0,7.3,Steel Girder,Road over river,Unsealed,0,4,2024-02-02,Gulu,Northern,Gulu,C,,3
BRG-B324,LAGWEL BRIDGE,bridge,Palabek - Padibe,C704_Link01,C,0.762000024318695,3.466091,32.827736,7.4,1,1,0,5.1,Steel Girder,01,Unsealed,0,2,2024-03-03,Kitgum,Northern,Kitgum,C,LAGWEL RIVER,5
BRG-B325,PAUO BRIDGE,bridge,Palabek - Padibe,C704_Link01,C,23.9829998016357,3.428221,32.703831,4.6,1,1,0,4.9,Prestressed Concrete,01,Unsealed,0,3,2024-02-02,Kitgum,Northern,Kitgum,C,PAUO RIVER,5
BRG-B326,OKWORA BRIDGE,bridge,Paloga - Madiopei,C705_Link02,C,19.8320007324219,3.612535,33.05547,3.1,1,1,0,4.2,Steel Truss,01,Unsealed,0,3,2023-07-07,Kitgum,Northern,Kitgum,C,OKWORA BRIDGE,3
BRG-B327,ARINGA BRIDGE,bridge,Paloga - Madiopei,C705_Link02,C,16.8320007324219,3.592536,32.950226,6.9,1,1,0,4.7,Masonry,01,Unsealed,0,2,2023-06-07,Kitgum,Northern,Kitgum,C,ARINGA RIVER,5
BRG-B328,ARINGA BRIDGE,bridge,Potika - Lututur,C706_Link02,C,18.5939998626709,3.716738,32.894608,16.0,1,2,0,7.0,Masonry,01,Unsealed,0,4,2024-02-02,Kitgum,Northern,Kitgum,C,ARINGA RIVER,6
BRG-B330,NGAGO BRIDGE,bridge,Obongi - Kulikulinga,C721_Link01,C,11.8990001678467,3.230657,31.459076,7.4,1,1,0,3.8,Prestressed Concrete,01,Unsealed,0,3,2024-01-03,Moyo,Northern,Moyo,C,GANGO RIVER,4
BRG-B331,LEA BRIDGE,bridge,Moyo - Obongi,C722_Link01,C,3.5,3.605532,31.651865,6.5,2,1,1,4.4,Reinforced Concrete,01,Unsealed,0,4,2023-02-07,Moyo,Northern,Moyo,C,LEA RIVER,4
BRG-B332,NYAWA BRIDGE,bridge,Moyo - Obongi,C722_Link01,C,23.8999996185303,3.45086,31.62635,11.1,2,1,1,3.5,Reinforced Concrete,01,Unsealed,0,3,2024-04-02,Moyo,Northern,Moyo,C,NYAWA RIVER,5
BRG-B333,OMPOSO BRIDGE,bridge,Moyo - Obongi,C722_Link01,C,36.298999786377,3.370257,31.563513,6.4,4,1,3,3.6,Prestressed Concrete,01,Unsealed,0,2,2023-06-07,Moyo,Northern,Moyo,C,OMPOSO,4
BRG-B334,TETE BRIDGE,bridge,Tete - Nimule Border,C727_Link01,C,11.1990003585815,3.484224,32.011681,10.2,2,1,1,6.7,Steel Girder,01,Unsealed,0,3,2023-05-08,Moyo,Northern,Moyo,C,TETE RIVER,5
BRG-B335,BALIBO,bridge,Katrini - Nyadri,C764_Link01,C,9.77200031280518,3.178337,30.972765,11.5,2,1,1,3.8,Timber,01,Unsealed,0,4,2023-04-08,Arua,Northern,Arua,C,BALIBO,6
BRG-B336,OGUTA BRIDGE,bridge,Panyimur - Paidha Via Erusi-Goli,C747_Link01,C,7.31500005722046,2.25057,31.258675,8.0,1,1,0,3.7,Timber,01,Unsealed,0,3,2022-12-09,Arua,Northern,Arua,C,OGUTA RIVER,4
BRG-B337,ARAGA BRIDGE,bridge,Panyimur - Paidha Via Erusi-Goli,C747_Link01,C,16.4829998016357,2.281648,31.212103,4.1,1,1,0,3.5,Steel Girder,01,Unsealed,0,4,2023-01-08,Arua,Northern,Arua,C,ARAGA RIVER,3
BRG-B338,ACODHO BRIDGE,bridge,Panyimur - Paidha Via Erusi-Goli,C747_Link01,C,18.2630004882813,2.295385,31.209974,7.8,1,1,0,3.5,Prestressed Concrete,01,Unsealed,0,2,2024-01-03,Arua,Northern,Arua,C,ACODHO RIVER,4
BRG-B339,CIDO BRIDGE,bridge,Panyimur - Paidha Via Erusi-Goli,C747_Link01,C,46.6180000305176,2.378301,31.05999,16.6,1,2,0,11.5,Steel Composite,01,Unsealed,0,2,2024-05-02,Arua,Northern,Arua,C,CIDO RIVER,6
BRG-B340,NYARWOTHO BRIDGE,bridge,Panyimur - Paidha Via Erusi-Goli,C747_Link01,C,49.0660018920898,2.380421,31.046659,10.7,1,1,0,4.0,Steel Truss,01,Unsealed,0,2,2024-03-03,Arua,Northern,Arua,C,NYARWOTHO RIVER,4
BRG-B344,ENYAU BRIDGE,bridge,Arua - Lia,C752_Link01,C,2.3840000629425,3.035345,30.892725,10.2,1,1,0,4.0,Timber,01,Unsealed,0,4,2022-12-09,Arua,Northern,Arua,C,ENYAU RIVER,4
BRG-B345,OKAYIVA BRIDGE,bridge,Arua - Lia,C752_Link01,C,3.69899988174438,3.043236,30.883045,10.1,1,1,0,4.2,Masonry,01,Unsealed,0,4,2023-06-07,Arua,Northern,Arua,C,OKAYIVA,4
BRG-B346,ESI BRIDGE,bridge,Arua - Lia,C752_Link01,C,10.0749998092651,3.054537,30.827444,9.0,1,1,0,5.5,Timber,01,Unsealed,0,3,2022-12-09,Arua,Northern,Arua,C,ESI RIVER,4
BRG-B347,ENYAWU-CHILLIO BRIDGE,bridge,Owaffa - Kubala,C755_Link01,C,5.89200019836426,3.201206,31.030401,32.1,1,2,0,11.1,Reinforced Concrete,01,Unsealed,0,2,2023-08-06,Arua,Northern,Arua,C,ENYAWU RIVER,6
BRG-B348,KOCHI,bridge,Keriri - Midigo,C758_Link01,C,0,3.550001,31.25313,77,1,2,0,7.3,Steel Composite,Road over river,Unsealed,0,4,2023-07-07,Moyo,Northern,Moyo,C,,1
BRG-B349,OSU,bridge,Arua - Biliafe,C762_Link01,C,0,3.05018,31.0672,15,1,2,0,7.3,Prestressed Concrete,Road over river,Unsealed,0,3,2024-02-02,Arua,Northern,Arua,C,,2
BRG-B352,KORUBUDE BRIDGE,bridge,Mulanda - Nagongera,C836_Link02,C,0,0.71136,34.01461,74,1,2,0,7.3,Steel Composite,Road over river,Unsealed,0,3,2022-12-09,Tororo,Eastern,Tororo,C,,5
BRG-B354,KAMINIMA,bridge,Nagongera - Merikit - Kidoko,C837_Link01,C,18.0,0.86777,34.110409,4.6,1,1,0,4.9,Masonry,01,Unsealed,0,3,2023-07-07,Tororo,Eastern,Tororo,C,KAMINIMA,5
BRG-B355,KAMUNIMA,bridge,Nagongera - Merikit - Kidoko,C837_Link01,C,18.0,0.87055,34.111382,4.4,1,1,0,4.7,Masonry,01,Unsealed,0,4,2023-09-05,Tororo,Eastern,Tororo,C,,5
BRG-B359,NAMULO,bridge,Doho - Namulo - Amuro,C839_Link01,C,13.5,0.91808,34.025162,20.4,1,1,0,4.3,Steel Truss,01,Unsealed,0,4,2023-07-07,Tororo,Eastern,Tororo,C,MANAFA,5
BRG-B360,PAYA,bridge,Nagongera - Paya - Leresi,C847_Link01,C,18.5,0.82397,34.015369,4.8,1,1,0,5.0,Prestressed Concrete,01,Unsealed,0,3,2023-11-04,Tororo,Eastern,Tororo,C,NAGONGERA,5
BRG-B361,JALANJA,bridge,Nabiganda - Kaiti,C873_Link01,C,3.40000009536743,1.0219,34.036201,4.6,1,1,0,4.7,Masonry,01,Unsealed,0,4,2022-08-11,Mbale,Eastern,Mbale,C,JALAJA,5
BRG-B362,NAHAMYA,bridge,Nabiganda - Kaiti,C873_Link01,C,3.0,1.01686,34.04174,6.5,2,2,1,4.4,Steel Composite,01,Unsealed,0,3,2024-02-02,Mbale,Eastern,Mbale,C,,4
BRG-B363,KITOIKAWUNONI,bridge,Nakaloke-Kabwangasi-Butebo,C878_Link01,C,28.8999996185303,1.19822,33.971031,21.0,1,1,0,5.2,Steel Truss,01,Unsealed,0,3,2023-12-04,Mbale,Eastern,Mbale,C,KITOIKAWUNONI,5
BRG-B364,BUSAMAGA,bridge,Mbale-Bufumbo,C880_Link01,C,16.0,1.08333,34.188309,30.0,1,1,0,4.2,Steel Composite,01,Unsealed,0,2,2024-05-02,Mbale,Eastern,Mbale,C,NAMATYALE,6
BRG-B365,NAMATYALE,bridge,Mbale-Bufumbo,C880_Link01,C,16.0,1.10528,34.279011,8.0,1,1,0,5.0,Reinforced Concrete,01,Unsealed,0,2,2023-08-06,Mbale,Eastern,Mbale,C,NAMATYALE,3
BRG-B366,PONDO,bridge,Buyaga - Buluganya,C884_Link01,C,12.3999996185303,1.28164,34.304482,10.0,1,1,0,7.0,Prestressed Concrete,01,Unsealed,0,3,2024-05-02,Mbale,Eastern,Mbale,C,SIMU,5
BRG-B367,SIMU,bridge,Buyaga - Buluganya,C884_Link01,C,12.3999996185303,1.2446,34.341091,6.0,1,1,0,4.0,Steel Girder,01,Unsealed,0,3,2023-02-07,Mbale,Eastern,Mbale,C,SIMU,4
BRG-B368,SISI,bridge,Buginyanya Agriculture Research Station,C885_Link01,C,5.0,1.26338,34.353828,7.5,1,1,0,6.0,Steel Composite,01,Unsealed,0,3,2023-04-08,Mbale,Eastern,Mbale,C,SISI,3
BRG-B369,KUFFU,bridge,Buseta - Bugiri,C891_Link01,C,7.5,0.93083,34.295952,5.4,1,1,0,9.0,Masonry,01,Unsealed,0,4,2022-07-12,Mbale,Eastern,Mbale,C,KUFFU,5
BRG-B370,NABUKHYA,bridge,Buseta - Bugiri,C891_Link01,C,0,0.92459,34.307739,9.0,1,2,0,9.6,Timber,01,Unsealed,0,2,2023-06-07,Mbale,Eastern,Mbale,C,,6
BRG-B373,NAMISINDWA,bridge,Buseta - Bugiri,C891_Link01,C,7.5,0.90774,34.359661,8.0,1,1,0,4.5,Steel Girder,01,Unsealed,0,2,2024-02-02,Mbale,Eastern,Mbale,C,TSAKHANA,2
BRG-B380,LORO,bridge,Lokitanyara-Loro-Amudat,C963_Link02,C,28.5,2.21327,34.895908,7.0,1,1,0,6.0,Prestressed Concrete,01,Unsealed,0,3,2024-05-02,Moroto,North Eastern,Moroto,C,LORO,4
BRG-B381,KANYANGAREN,bridge,Lokitanyara-Loro-Amudat,C963_Link02,C,0,1.95961,34.94281,62,1,2,0,7.3,Masonry,Road over river,Unsealed,0,3,2024-02-02,Moroto,North Eastern,Moroto,C,,5
BRG-B382,DINGIDINGA,bridge,Amudat-Alakasi-Kalita,C963_Link03,C,0,1.70766,34.947929,38,1,2,0,7.3,Timber,Road over river,Unsealed,0,3,2023-10-05,Moroto,North Eastern,Moroto,C,,4
BRG-B383,OMONGO,bridge,Toroma-Magoro,C964_Link02,C,0,1.75586,34.058392,67,1,2,0,7.3,Prestressed Concrete,Road over river,Unsealed,0,2,2024-02-02,Soroti,North Eastern,Soroti,C,,4
BRG-B384,NAKODONGOT,bridge,Kokeris - Lopei,C967_Link01,C,0,2.46971,34.391781,62,1,2,0,7.3,Prestressed Concrete,Road over river,Unsealed,0,3,2024-05-02,Moroto,North Eastern,Moroto,C,,4
BRG-B390,NAMBOOLE FLYOVER,bridge,Kampala - Mukono,A001_Link01,A,0,0.34823,32.653481,29,1,2,0,7.3,Steel Truss,Road over river,Bituminous,1957,2,2023-12-04,Kampala,Central,Kampala,A,,6
BRG-B391,NAMBOOLE FLYOVER,bridge,Kampala - Mukono,A001_Link01,A,0,0.34879,32.654449,23,1,2,0,7.3,Steel Truss,Road over river,Bituminous,1957,1,2024-02-02,Kampala,Central,Kampala,A,,6
BRG-B392,KYALIWAJJALA BRIDGE,bridge,Kireka-Namugongo-Misindye-Seeta,C152_Link01,C,0,0.36341,32.647881,72,1,2,0,7.3,Masonry,Road over river,Bituminous,2010,3,2024-02-02,Kampala,Central,Kampala,C,,6
BRG-B406,OLWAL,bridge,Lamogi - Amuru Junction,C686_Link01,C,0,2.81509,32.027828,2.6,1,1,0,4.7,Steel Girder,Road over river,Unsealed,0,4,2024-02-02,Gulu,Northern,Gulu,C,,4
BRG-B407,ASHAW,bridge,Lamogi - Amuru Junction,C686_Link01,C,23.4200000762939,2.812723,31.993347,7.3,1,1,0,5.6,Timber,01,Unsealed,0,4,2023-05-08,Gulu,Northern,Gulu,C,ASHAW,4
