id,name,structure_type,road_name,road_number,road_class,chainage_km,latitude,longitude,span_length_m,no_of_spans,no_of_lanes,no_of_piers,width_m,material,crossing_type,surface_type,year_built,condition_rating,last_inspection_date,district,region,maintenance_station,functional_class,river,overall_rating
CUL-C408,Culvert C408,culvert,Buseruka-Tonya,C604_Link01,C,0,1.55829,31.10425,6.0,1,1,0,6.0,Corrugated Steel,Stream,Unsealed,0,2,2023-12-04,Hoima,Western,Hoima,C,,8
CUL-C409,Culvert C409,culvert,Buseruka-Tonya,C604_Link01,C,0,1.55832,31.1042,1.8,1,1,0,6.0,Corrugated Steel,Stream,Unsealed,0,4,2023-04-08,Hoima,Western,Hoima,C,,9
CUL-C410,Culvert C410,culvert,Kyegegwa-Hapuyo-kibale,C551_Link01,C,0,0.65656,31.06024,2.8,1,1,0,6.0,Corrugated Steel,Stream,Unsealed,0,3,2023-03-09,Fort Portal,Western,Fort Portal,C,,7
CUL-C411,Culvert C411,culvert,Kyegegwa-Hapuyo-kibale,C551_Link01,C,21.3299999237061,0.65719,31.060061,2.8,1,1,0,6.0,Corrugated Steel,Stream,Unsealed,0,3,2023-04-08,Fort Portal,Western,Fort Portal,C,,6
CUL-C412,Culvert C412,culvert,Rugombe-Kyarusozi-Katooke,C548_Link01,C,25.8700008392334,0.77207,30.63365,6.0,1,1,0,6.0,Corrugated Steel,Stream,Unsealed,0,4,2022-12-09,Fort Portal,Western,Fort Portal,C,,6
CUL-C413,Culvert C413,culvert,Kakara - Rwebisengo,C558_Link01,C,22.3700008392334,1.02321,30.291941,1.8,1,1,0,6.0,Corrugated Steel,Stream,Unsealed,0,2,2024-04-02,Fort Portal,Western,Fort Portal,C,,6
CUL-C414,Culvert C414,culvert,Bukuku - Rubona,C556_Link01,C,2.97000002861023,0.57303,30.156719,2.0,1,1,0,6.0,Corrugated Steel,Stream,Unsealed,0,2,2023-06-07,Fort Portal,Western,Fort Portal,C,,8
CUL-C415,Culvert C415,culvert,Fortportal - Kijura - Kabende Bridge-Sogahe-Kyarusozi,C542_Link01,C,0.600000023841858,0.66111,30.298901,2.6,1,1,0,6.0,Corrugated Steel,Stream,Unsealed,0,2,2023-07-07,Fort Portal,Western,Fort Portal,C,,6
CUL-C417,Culvert C417,culvert,Mpara - Kazinga - Bwizi,C569_Link01,C,21.25,0.32905,30.8314,1.8,1,1,0,6.0,Corrugated Steel,Stream,Unsealed,0,4,2022-10-10,Fort Portal,Western,Fort Portal,C,,6
CUL-C418,Culvert C418,culvert,Kakumiro-Kibale,C550_Link01,C,10.0,0.77291,31.234221,3.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2020,4,2023-02-07,Mubende,Central,Mubende,C,,7
CUL-C419,Culvert C419,culvert,Kakumiro-Kibale,C550_Link01,C,13.1000003814697,0.77647,31.20573,2.5,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2020,5,2023-05-08,Mubende,Central,Mubende,C,,8
CUL-C420,Culvert C420,culvert,Kakumiro-Kibale,C550_Link01,C,16.0,0.78252,31.19002,2.5,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2020,5,2023-09-05,Mubende,Central,Mubende,C,,8
CUL-C425,Culvert C425,culvert,Kigumba - Masindi,B201_Link01,B,2.00999999046326,1.80573,31.99432,1.5,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2021,5,2022-10-10,Masindi,Western,Masindi,B,,8
CUL-C426,Culvert C426,culvert,Kigumba - Masindi,B201_Link01,B,0,1.80569,31.99378,1.5,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2021,5,2022-08-11,Masindi,Western,Masindi,B,,8
CUL-C427,Culvert C427,culvert,Kigumba - Masindi,B201_Link01,B,2.1800000667572,1.80557,31.992729,1.5,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2021,5,2022-09-10,Masindi,Western,Masindi,B,,8
CUL-C428,Culvert C428,culvert,Kigumba - Masindi,B201_Link01,B,2.28999996185303,1.80558,31.99185,1.5,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2021,5,2023-11-04,Masindi,Western,Masindi,B,,7
CUL-C429,Culvert C429,culvert,Kigumba - Masindi,B201_Link01,B,0,1.8053,31.990891,1.5,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2021,4,2024-02-02,Masindi,Western,Masindi,B,,8
CUL-C430,Culvert C430,culvert,Kigumba - Masindi,B201_Link01,B,0,1.79461,31.96888,1.5,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2021,4,2023-08-06,Masindi,Western,Masindi,B,,8
CUL-C431,Culvert C431,culvert,Kigumba - Masindi,B201_Link01,B,0,1.79168,31.918409,1.5,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2021,5,2024-05-02,Masindi,Western,Masindi,B,,8
CUL-C432,Culvert C432,culvert,Kigumba - Masindi,B201_Link01,B,13.4300003051758,1.7961,31.897079,1.5,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2021,5,2022-10-10,Masindi,Western,Masindi,B,,7
CUL-C433,Culvert C433,culvert,Kigumba - Masindi,B201_Link01,B,13.4700002670288,1.79589,31.89662,1.5,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2020,5,2023-04-08,Masindi,Western,Masindi,B,,8
CUL-C434,Culvert C434,culvert,Kigumba - Masindi,B201_Link01,B,13.5200004577637,1.79578,31.89624,1.5,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2021,4,2023-11-04,Masindi,Western,Masindi,B,,8
CUL-C435,Culvert C435,culvert,Kigumba - Masindi,B201_Link01,B,21.8999996185303,1.77592,31.826281,1.5,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2021,4,2022-09-10,Masindi,Western,Masindi,B,,8
CUL-C436,Culvert C436,culvert,Kigumba - Masindi,B201_Link01,B,23.1399993896484,1.77547,31.824169,1.5,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2021,5,2023-12-04,Masindi,Western,Masindi,B,,8
CUL-C437,Culvert C437,culvert,Kigumba - Masindi,B201_Link01,B,22.2999992370605,1.77495,31.82292,1.5,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2021,5,2024-04-02,Masindi,Western,Masindi,B,,8
CUL-C438,Culvert C438,culvert,Kigumba - Masindi,B201_Link01,B,22.3899993896484,1.77438,31.82221,1.5,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2021,4,2023-11-04,Masindi,Western,Masindi,B,,9
CUL-C439,Culvert C439,culvert,Kigumba - Masindi,B201_Link01,B,23.0,1.77083,31.818199,1.5,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2021,4,2023-02-07,Masindi,Western,Masindi,B,,8
CUL-C440,Culvert C440,culvert,Kigumba - Masindi,B201_Link01,B,23.2000007629395,1.77075,31.816389,1.5,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2021,4,2022-12-09,Masindi,Western,Masindi,B,,8
CUL-C441,Culvert C441,culvert,Kigumba - Masindi,B201_Link01,B,23.0400009155273,1.77075,31.81781,1.5,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2021,4,2023-08-06,Masindi,Western,Masindi,B,,9
CUL-C442,Culvert C442,culvert,Kigumba - Masindi,B201_Link01,B,23.2999992370605,1.77078,31.8155,1.5,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2021,5,2024-02-02,Masindi,Western,Masindi,B,,8
CUL-C443,Culvert C443,culvert,Kigumba - Masindi,B201_Link01,B,31.0,1.7565,31.76623,1.5,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2021,5,2022-09-10,Masindi,Western,Masindi,B,,8
CUL-C444,Culvert C444,culvert,Masindi - Kisalizi,B204_Link01,B,3.51999998092651,1.52473,31.564529,1.5,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2023,5,2023-11-04,Masindi,Western,Masindi,B,,8
CUL-C445,Culvert C445,culvert,Masindi - Kisalizi,B204_Link01,B,3.41000008583069,1.52472,31.56851,1.5,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2023,5,2023-03-09,Masindi,Western,Masindi,B,,8
CUL-C446,Culvert C446,culvert,Masindi - Kisalizi,B204_Link01,B,3.51999998092651,1.53248,31.563971,1.5,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2023,5,2022-06-12,Masindi,Western,Masindi,B,,7
CUL-C447,Culvert C447,culvert,Masindi - Kisalizi,B204_Link01,B,3.60999989509583,1.52513,31.5637,1.5,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2023,5,2023-01-08,Masindi,Western,Masindi,B,,8
CUL-C448,Culvert C448,culvert,Masindi - Kisalizi,B204_Link01,B,3.72000002861023,1.526,31.564211,1.5,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2023,4,2023-04-08,Masindi,Western,Masindi,B,,7
CUL-C449,Culvert C449,culvert,Masindi - Kisalizi,B204_Link01,B,9.97000026702881,1.55562,31.60741,1.5,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2023,5,2023-03-09,Masindi,Western,Masindi,B,,7
CUL-C450,Culvert C450,culvert,Masindi - Kisalizi,B204_Link01,B,11.4700002670288,1.56649,31.612711,1.5,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2023,5,2022-11-09,Masindi,Western,Masindi,B,,8
CUL-C451,Culvert C451,culvert,Masindi - Kisalizi,B204_Link01,B,13.3500003814697,1.57811,31.624889,1.5,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2023,4,2022-11-09,Masindi,Western,Masindi,B,,7
CUL-C452,Culvert C452,culvert,Masindi - Kisalizi,B204_Link01,B,0,1.57874,31.624969,1.5,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2023,5,2024-05-02,Masindi,Western,Masindi,B,,7
CUL-C455,Culvert C455,culvert,Biso-Bukumi,C590_Link02,C,0,1.74734,31.398491,3.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2022,5,2022-11-09,Masindi,Western,Masindi,C,,8
CUL-C456,Culvert C456,culvert,Biso-Bukumi,C590_Link02,C,52.2200012207031,1.78465,31.38032,3.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2022,5,2024-01-03,Masindi,Western,Masindi,C,,9
CUL-C457,Culvert C457,culvert,Biso-Bukumi,C590_Link02,C,52.4700012207031,1.78615,31.38195,3.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2022,5,2022-10-10,Masindi,Western,Masindi,C,,9
CUL-C458,Culvert C458,culvert,Bukumi-Bulisa,C623_Link01,C,5.67000007629395,1.8415,31.39389,3.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2022,4,2024-04-02,Masindi,Western,Masindi,C,,8
CUL-C459,Culvert C459,culvert,Bukumi-Bulisa,C623_Link01,C,7.90000009536743,1.86012,31.39901,3.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2022,4,2022-07-12,Masindi,Western,Masindi,C,,8
CUL-C460,Culvert C460,culvert,Bukumi-Bulisa,C623_Link01,C,10.3000001907349,1.88119,31.40637,3.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2022,5,2023-06-07,Masindi,Western,Masindi,C,,8
CUL-C461,Culvert C461,culvert,Bukumi-Bulisa,C623_Link01,C,10.3299999237061,1.88147,31.4065,3.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2022,5,2024-03-03,Masindi,Western,Masindi,C,,9
CUL-C462,Culvert C462,culvert,Bukumi-Bulisa,C623_Link01,C,15.6169996261597,1.92485,31.425671,3.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2022,5,2022-11-09,Masindi,Western,Masindi,C,,7
CUL-C463,Culvert C463,culvert,Bukumi-Bulisa,C623_Link01,C,15.8000001907349,1.92646,31.42638,3.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2022,5,2023-12-04,Masindi,Western,Masindi,C,,7
CUL-C464,Culvert C464,culvert,Bukumi-Bulisa,C623_Link01,C,16.1399993896484,1.9295,31.42774,3.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2022,5,2023-12-04,Masindi,Western,Masindi,C,,9
CUL-C465,Culvert C465,culvert,Bukumi-Bulisa,C623_Link01,C,16.2000007629395,1.93004,31.42798,3.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2022,4,2024-05-02,Masindi,Western,Masindi,C,,8
CUL-C466,Culvert C466,culvert,Bukumi-Bulisa,C623_Link01,C,22.0599994659424,1.96581,31.46406,3.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2022,5,2024-02-02,Masindi,Western,Masindi,C,,8
CUL-C467,Culvert C467,culvert,Bukumi-Bulisa,C623_Link01,C,25.2099990844727,1.99038,31.47644,3.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2022,4,2022-11-09,Masindi,Western,Masindi,C,,9
CUL-C468,Culvert C468,culvert,Bukumi-Bulisa,C623_Link01,C,25.3199996948242,1.99131,31.475969,3.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2022,5,2024-05-02,Masindi,Western,Masindi,C,,9
CUL-C469,Culvert C469,culvert,Bukumi-Bulisa,C623_Link01,C,28.0799999237061,2.01226,31.4627,3.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2022,5,2023-08-06,Masindi,Western,Masindi,C,,8
CUL-C470,Culvert C470,culvert,Kisanja-Park junction,C625_Link01,C,8.4399995803833,1.79822,31.71242,2.5,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2022,5,2024-03-03,Masindi,Western,Masindi,C,,8
CUL-C473,Culvert C473,culvert,Kisanja-Park junction,C625_Link01,C,65.620002746582,1.79822,31.71242,2.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2022,4,2022-07-12,Masindi,Western,Masindi,C,,8
CUL-C474,Culvert C474,culvert,Bulisa-Wanseko,C623_Link02,C,0.769999980926514,2.12366,31.408581,3.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2022,5,2023-10-05,Masindi,Western,Masindi,C,,8
CUL-C475,Culvert C475,culvert,Bulisa-Wanseko,C623_Link02,C,1.14999997615814,2.12706,31.40786,3.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2022,5,2022-11-09,Masindi,Western,Masindi,C,,9
CUL-C476,Culvert C476,culvert,Bulisa-Wanseko,C623_Link02,C,1.57000005245209,2.13081,31.40778,3.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2022,5,2022-06-12,Masindi,Western,Masindi,C,,8
CUL-C477,Culvert C477,culvert,Kabaale Swamp - Buhimba,B203_Link03,B,0,0.98628,31.14864,3.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2023,5,2023-02-07,Hoima,Western,Hoima,B,,7
CUL-C478,Culvert C478,culvert,Kabaale Swamp - Buhimba,B203_Link03,B,0,0.98813,31.14855,3.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2023,5,2023-09-05,Hoima,Western,Hoima,B,,8
CUL-C479,Culvert C479,culvert,Kabaale Swamp - Buhimba,B203_Link03,B,0,1.12418,30.225691,3.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2023,5,2022-08-11,Hoima,Western,Hoima,B,,8
CUL-C480,Culvert C480,culvert,Kabaale Swamp - Buhimba,B203_Link03,B,0,1.12313,31.253241,3.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2023,5,2023-05-08,Hoima,Western,Hoima,B,,7
CUL-C481,Culvert C481,culvert,Kabaale Swamp - Buhimba,B203_Link03,B,0,1.12249,31.25515,3.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2023,5,2023-03-09,Hoima,Western,Hoima,B,,7
CUL-C482,Culvert C482,culvert,Kabaale Swamp - Buhimba,B203_Link03,B,0,1.12241,31.25629,3.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2023,5,2023-07-07,Hoima,Western,Hoima,B,,8
CUL-C483,Culvert C483,culvert,Kabaale Swamp - Buhimba,B203_Link03,B,0,1.20325,31.291691,3.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2023,4,2023-05-08,Hoima,Western,Hoima,B,,7
CUL-C484,Culvert C484,culvert,Kabaale Swamp - Buhimba,B203_Link03,B,0,1.20519,31.29051,3.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2023,5,2024-05-02,Hoima,Western,Hoima,B,,7
CUL-C485,Culvert C485,culvert,Kabaale Swamp - Buhimba,B203_Link03,B,0,1.20649,31.28973,3.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2023,5,2023-12-04,Hoima,Western,Hoima,B,,7
CUL-C486,Culvert C486,culvert,Kitumbi Bridge - Bukwiri,C271_Link04,C,68.0999984741211,0.81737,31.65798,3.0,1,1,0,6.0,Corrugated Steel,Stream,Unsealed,0,3,2024-05-02,Hoima,Western,Hoima,C,,8
CUL-C487,Culvert C487,culvert,Biso-Bukumi,C590_Link02,C,0,1.5161,31.350269,3.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2022,4,2023-05-08,Masindi,Western,Masindi,C,,8
CUL-C488,Culvert C488,culvert,Hoima (Parajwoki) -Biso,C590_Link01,C,0,1.57955,31.312149,3.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2022,5,2023-03-09,Hoima,Western,Hoima,C,,7
CUL-C490,Culvert C490,culvert,Kyehooro Link 1,C597_Link01,C,0,1.51905,30.957451,5.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2016,4,2022-09-10,Hoima,Western,Hoima,C,,9
CUL-C494,Culvert C494,culvert,Park junction - Buliisa,C625_Link02,C,0,2.12184,31.46258,3.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2022,5,2022-12-09,Masindi,Western,Masindi,C,,9
CUL-C495,Culvert C495,culvert,Hoima (Parajwoki) -Biso,C590_Link01,C,0,1.54992,31.333389,3.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2022,5,2023-10-05,Hoima,Western,Hoima,C,,8
CUL-C496,Culvert C496,culvert,Kigumba - Masindi,B201_Link01,B,22.0699996948242,1.77588,31.82548,1.5,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2021,5,2024-05-02,Masindi,Western,Masindi,B,,8
CUL-C497,Culvert C497,culvert,Kigumba - Masindi,B201_Link01,B,23.0699996948242,1.77091,31.81814,1.5,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2021,4,2022-10-10,Masindi,Western,Masindi,B,,8
CUL-C498,Culvert C498,culvert,Kigumba - Masindi,B201_Link01,B,23.0900001525879,1.77084,31.81776,1.5,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2021,5,2023-12-04,Masindi,Western,Masindi,B,,7
CUL-C499,Culvert C499,culvert,Kigumba - Masindi,B201_Link01,B,23.2099990844727,1.77081,31.816401,1.5,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2021,4,2022-12-09,Masindi,Western,Masindi,B,,7
CUL-C516,Culvert C516,culvert,Kitgum - Madi Opei,B252_Link04,B,209.830001831055,3.43575,33.034,4.1,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2018,5,2023-02-07,Kitgum,Northern,Kitgum,B,,9
CUL-C567,Culvert C567,culvert,Agweng-Arom,C667_Link01,C,4.5,2.60652,32.844528,1.8,1,1,0,6.0,Corrugated Steel,Stream,Unsealed,0,2,2023-06-07,Lira,Northern,Lira,C,,6
CUL-C602,Culvert C602,culvert,Karuma - Olwiyo,A008_Link01,A,23.0,2.43296,31.975121,2.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2006,5,2023-01-08,Gulu,Northern,Gulu,A,,7
CUL-C610,Culvert C610,culvert,Pakwach-Inde,C743_Link01,C,33.560001373291,2.71292,31.3922,4.0,1,1,0,6.0,Corrugated Steel,Stream,Unsealed,0,3,2023-04-08,Arua,Northern,Arua,C,,8
CUL-C611,Culvert C611,culvert,Zombo-Vurra,C763_Link02,C,83.0,2.72976,30.85207,5.0,1,1,0,6.0,Corrugated Steel,Stream,Unsealed,0,3,2023-11-04,Arua,Northern,Arua,C,,9
CUL-C612,Culvert C612,culvert,Manibe - Maracha - Koboko,A008_Link06,A,242.699996948242,3.3488,30.95402,2.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2015,4,2022-09-10,Arua,Northern,Arua,A,,9
CUL-C613,Culvert C613,culvert,Koboko - Yumbe,C740_Link01,C,36.0,3.44018,31.01952,1.5,1,1,0,6.0,Corrugated Steel,Stream,Unsealed,0,4,2024-02-02,Arua,Northern,Arua,C,,6
CUL-C614,Culvert C614,culvert,Pakele - Pabbo,C689_Link01,C,30.2000007629395,3.19986,32.022339,5.0,1,1,0,6.0,Corrugated Steel,Stream,Unsealed,0,3,2023-09-05,Moyo,Northern,Moyo,C,,9
CUL-C615,Culvert C615,culvert,Pakele - Pabbo,C689_Link01,C,28.3999996185303,3.2084,32.008991,5.0,1,1,0,6.0,Corrugated Steel,Stream,Unsealed,0,4,2023-12-04,Moyo,Northern,Moyo,C,,8
CUL-C616,Culvert C616,culvert,Gulu - Olwiyo,B251_Link01,B,53.0,2.58932,31.92919,5.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2019,5,2022-08-11,Gulu,Northern,Gulu,B,,8
CUL-C617,Culvert C617,culvert,Kitgum - Madi Opei,B252_Link04,B,186.100006103516,3.41,33.02,3.0,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,2018,5,2023-11-04,Kitgum,Northern,Kitgum,B,,9
CUL-C618,Culvert C618,culvert,Potika - Aweno Olwiyo - Ngomoromo,C709_Link01,C,17.2800006866455,3.72576,32.73571,1.8,1,1,0,6.0,Corrugated Steel,Stream,Unsealed,0,3,2023-10-05,Kitgum,Northern,Kitgum,C,,7
CUL-C619,Culvert C619,culvert,Amuru Junction - Awee,C686_Link02,C,62.2700004577637,2.87604,31.665319,2.9,1,1,0,6.0,Corrugated Steel,Stream,Unsealed,0,4,2022-08-11,Gulu,Northern,Gulu,C,,7
CUL-C620,Culvert C620,culvert,Arom-Awere,C667_Link02,C,25.5200004577637,2.65936,32.795582,1.5,1,1,0,6.0,Corrugated Steel,Stream,Unsealed,0,4,2022-11-09,Gulu,Northern,Gulu,C,,6
CUL-C621,Culvert C621,culvert,Lira - Ayer,A007_Link09,A,271.200012207031,2.31608,32.69236,3.6,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,1968,2,2023-08-06,Lira,Northern,Lira,A,,7
CUL-C622,Culvert C622,culvert,Lira - Ayer,A007_Link09,A,271.200012207031,2.31611,32.691002,3.3,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,1968,1,2023-12-04,Lira,Northern,Lira,A,,7
CUL-C623,Culvert C623,culvert,Okee Bridge-Adwari,C674_Link02,C,22.6000003814697,2.48831,33.265949,0.9,1,1,0,6.0,Corrugated Steel,Stream,Unsealed,0,3,2023-08-06,Lira,Northern,Lira,C,,6
CUL-C624,Culvert C624,culvert,Lira - Ayer,A007_Link09,A,271.200012207031,2.30844,32.708279,3.1,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,1968,1,2024-01-03,Lira,Northern,Lira,A,,7
CUL-C625,Culvert C625,culvert,Lira - Ayer,A007_Link09,A,271.200012207031,2.30696,32.70985,3.1,1,1,0,6.0,Corrugated Steel,Stream,Bituminous,1968,1,2024-03-03,Lira,Northern,Lira,A,,7
